caseId,intensityMode,taskMode,method,dfMHz,PRP,chipLength,Ncoh,codeType,codeLength,nFreq,scanTimeSec,heightResolutionKm,integrationGainDb,observabilityScore,complexityCost,fixedErr
853,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
853,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
853,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
854,moderate,foEs,NSGA-II task-driven,0.02,0.00735937737202031,1.45893010907047e-05,6,barker,13,26,1.14806287003517,2.18688121724223,18.9209460269048,0.494353287636057,0.00375,0
854,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
854,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
854,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
855,moderate,hEs,NSGA-II task-driven,0.1,0.01,8e-06,10,barker,13,21,2.1,1.199169832,21.1394335230684,0.652816680219169,0.00625,0
855,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
855,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
855,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
856,moderate,weakEs,NSGA-II task-driven,0.150075636651496,0.00743597097117039,1.09961031635256e-05,20,complementary,16,14,4.16414374385542,1.64827439790746,26.5514997831991,1,0.1625,0
856,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
856,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
856,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
857,moderate,full_trace,NSGA-II task-driven,0.0673209952475921,0.00783750880768544,1.07940515209022e-05,18,barker,13,31,4.37332991468847,1.61798761861496,23.6921585741014,0.835154183864388,0.01125,0
857,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
857,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
857,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
858,moderate,balanced,NSGA-II task-driven,0.174560823004441,0.00719376261838485,9.43056495494124e-06,10,barker,13,12,0.863251514206182,1.41360612408525,21.1394335230684,0.652816680219169,0.00625,0
858,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
858,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
858,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
859,moderate,fast,NSGA-II task-driven,0.365045698371774,0.00678028275045731,1.93441130055057e-05,6,barker,13,6,0.244090179016463,2.89960959287516,18.9209460269048,0.494353287636057,0.00375,0
859,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
859,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
859,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
860,moderate,foEs,NSGA-II task-driven,0.02,0.00702768301124813,1.32858293313883e-05,8,barker,13,26,1.46175806633961,1.9914957159127,20.1703333929878,0.583595242356272,0.005,0
860,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
860,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
860,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
861,moderate,hEs,NSGA-II task-driven,0.177568257165878,0.00812689674016091,8e-06,16,barker,13,12,1.56036417411089,1.199169832,23.1806333496276,0.798616667830544,0.01,0
861,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
861,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
861,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
862,moderate,weakEs,NSGA-II task-driven,0.178125453408982,0.00830160891207208,1.43807308932128e-05,36,barker,13,12,3.58629505001514,2.15561733115641,26.7024585307412,1,0.0225,0
862,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
862,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
862,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
863,moderate,full_trace,NSGA-II task-driven,0.0555706058605849,0.0079497115260266,8e-06,14,barker,13,37,4.11795057048178,1.199169832,22.6007138798507,0.757193848560768,0.00875,0
863,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
863,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
863,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
864,moderate,balanced,NSGA-II task-driven,0.178366600904919,0.00746060780399526,9.0212224399835e-06,10,barker,13,12,0.895272936479431,1.35224722472371,21.1394335230684,0.652816680219169,0.00625,0
864,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
864,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
864,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
865,moderate,fast,NSGA-II task-driven,0.370443407688724,0.00679444782371897,1.51929681740739e-05,6,barker,13,6,0.244600121653883,2.27736863661069,18.9209460269048,0.494353287636057,0.00375,0
865,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
865,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
865,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
866,moderate,foEs,NSGA-II task-driven,0.02,0.00795187699956941,1.47796692009799e-05,6,barker,13,26,1.24049281193283,2.21541667909434,18.9209460269048,0.494353287636057,0.00375,0
866,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
866,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
866,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
867,moderate,hEs,NSGA-II task-driven,0.180830966708182,0.008,8e-06,16,barker,13,12,1.536,1.199169832,23.1806333496276,0.798616667830544,0.01,0
867,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
867,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
867,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
868,moderate,weakEs,NSGA-II task-driven,0.115875338884692,0.008280375574122,8.10217573439359e-06,28,barker,13,18,4.17330928935749,1.2144855892809,25.6110138364906,0.97221527403504,0.0175,0
868,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
868,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
868,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
869,moderate,full_trace,NSGA-II task-driven,0.0648026883410451,0.00816296248213842,8e-06,12,barker,13,32,3.13457759314115,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
869,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
869,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
869,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
870,moderate,balanced,NSGA-II task-driven,0.172026247352849,0.00730019681800905,1.05971097466221e-05,10,barker,13,12,0.876023618161086,1.5884667893178,21.1394335230684,0.652816680219169,0.00625,0
870,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
870,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
870,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
871,moderate,fast,NSGA-II task-driven,0.39065568106966,0.00691223286658256,1.71619773901719e-05,6,barker,13,6,0.248840383196972,2.57251569297003,18.9209460269048,0.494353287636057,0.00375,0
871,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
871,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
871,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
872,moderate,foEs,NSGA-II task-driven,0.02,0.00717548908661768,1.35030119004609e-05,6,barker,13,26,1.11937629751236,2.02405056402121,18.9209460269048,0.494353287636057,0.00375,0
872,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
872,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
872,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
873,moderate,hEs,NSGA-II task-driven,0.162638214049159,0.0110041125094472,8e-06,12,barker,13,13,1.71664155147376,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
873,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
873,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
873,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
874,moderate,weakEs,NSGA-II task-driven,0.178868775861513,0.00690039008180703,1.09608340011214e-05,28,complementary,16,12,4.63706213497433,1.64298768346309,28.0127801399814,1,0.1675,0
874,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
874,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
874,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
875,moderate,full_trace,NSGA-II task-driven,0.05,0.008,8e-06,12,barker,13,41,3.936,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
875,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
875,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
875,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
876,moderate,balanced,NSGA-II task-driven,0.184716739024524,0.00690784201880984,8.44401695339444e-06,10,barker,13,12,0.828941042257181,1.2657262989259,21.1394335230684,0.652816680219169,0.00625,0
876,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
876,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
876,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
877,moderate,fast,NSGA-II task-driven,0.356971259145776,0.0067973937035238,1.14757882993176e-05,6,barker,13,6,0.244706173326857,1.72017739087003,18.9209460269048,0.494353287636057,0.00375,0
877,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
877,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
877,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
878,moderate,foEs,NSGA-II task-driven,0.0258359853549767,0.00713451578183203,1.12062183964852e-05,10,barker,13,20,1.42690315636641,1.67976987898355,21.1394335230684,0.652816680219169,0.00625,0
878,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
878,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
878,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
879,moderate,hEs,NSGA-II task-driven,0.174230304303354,0.00808185914999076,8e-06,20,barker,13,12,1.93964619599778,1.199169832,24.1497334797082,0.867838105693442,0.0125,0
879,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
879,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
879,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
880,moderate,weakEs,NSGA-II task-driven,0.154962294977823,0.00692940175434145,1.42225770409279e-05,18,complementary,16,14,3.49241848418809,2.13191066509708,26.0939248775923,1,0.16125,0
880,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
880,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
880,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
881,moderate,full_trace,NSGA-II task-driven,0.061160371969912,0.00839600781741278,1.00988537531831e-05,14,barker,13,34,3.99649972108848,1.51378009482465,22.6007138798507,0.757193848560768,0.00875,0
881,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
881,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
881,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
882,moderate,balanced,NSGA-II task-driven,0.179355495341802,0.00694295153047875,8.16206087296308e-06,10,barker,13,12,0.833154183657451,1.22346214572561,21.1394335230684,0.652816680219169,0.00625,0
882,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
882,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
882,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
883,moderate,fast,NSGA-II task-driven,0.367568193654239,0.0066919689474025,1.70078880347264e-05,6,barker,13,6,0.24091088210649,2.54941827965971,18.9209460269048,0.494353287636057,0.00375,0
883,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
883,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
883,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
884,moderate,foEs,NSGA-II task-driven,0.02,0.00767985310275788,1.20293521748322e-05,6,barker,13,26,1.19805708403023,1.80315452832029,18.9209460269048,0.494353287636057,0.00375,0
884,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
884,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
884,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
885,moderate,hEs,NSGA-II task-driven,0.139631464713646,0.00734160797157796,8e-06,20,barker,13,15,2.20248239147339,1.199169832,24.1497334797082,0.867838105693442,0.0125,0
885,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
885,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
885,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
886,moderate,weakEs,NSGA-II task-driven,0.176811285975254,0.00764058470840088,8.94123929596166e-06,36,barker,13,12,3.30073259402918,1.34025805305127,26.7024585307412,1,0.0225,0
886,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
886,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
886,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
887,moderate,full_trace,NSGA-II task-driven,0.05509838288546,0.00817579023401686,1.03612833011435e-05,12,barker,13,38,3.72816034671169,1.55311729444208,21.9312459835446,0.70937471311033,0.0075,0
887,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
887,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
887,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
888,moderate,balanced,NSGA-II task-driven,0.185227927136888,0.00697042278107553,8.20713390019923e-06,10,barker,13,12,0.836450733729064,1.23021842253793,21.1394335230684,0.652816680219169,0.00625,0
888,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
888,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
888,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
889,moderate,fast,NSGA-II task-driven,0.348872245911942,0.00691934805263163,1.91215471973676e-05,6,barker,13,6,0.249096529894739,2.86624781753092,18.9209460269048,0.494353287636057,0.00375,0
889,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
889,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
889,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
890,moderate,foEs,NSGA-II task-driven,0.02,0.00702586949578911,8.98433466557498e-06,6,barker,13,26,1.0960356413431,1.34671788644367,18.9209460269048,0.494353287636057,0.00375,0
890,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
890,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
890,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
891,moderate,hEs,NSGA-II task-driven,0.154783555033698,0.00787122047785398,8e-06,18,barker,13,14,1.9835475604192,1.199169832,23.6921585741014,0.835154183864388,0.01125,0
891,moderate,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
891,moderate,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
891,moderate,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
892,moderate,weakEs,NSGA-II task-driven,0.102682266685547,0.00715944258720683,1.25411499098855e-05,38,barker,13,20,5.44117636627719,1.87987107881553,26.9372694892365,1,0.02375,0
892,moderate,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
892,moderate,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
892,moderate,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
893,moderate,full_trace,NSGA-II task-driven,0.0502905419214803,0.00791134637522532,1.17513732085284e-05,12,barker,13,41,3.89238241661086,1.76148652953003,21.9312459835446,0.70937471311033,0.0075,0
893,moderate,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
893,moderate,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
893,moderate,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
894,moderate,balanced,NSGA-II task-driven,0.172867009401036,0.00692543173488242,1.11704956768068e-05,10,barker,13,12,0.83105180818589,1.67441517801414,21.1394335230684,0.652816680219169,0.00625,0
894,moderate,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
894,moderate,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
894,moderate,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
895,moderate,fast,NSGA-II task-driven,0.392266229998566,0.00676668895753915,1.6110670556053e-05,6,barker,13,6,0.243600802471409,2.41492876301368,18.9209460269048,0.494353287636057,0.00375,0
895,moderate,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
895,moderate,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
895,moderate,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
896,moderate,foEs,NSGA-II task-driven,0.0208626818656142,0.00696247112826364,1.74962619914036e-05,8,barker,13,24,1.33679445662662,2.62262369410744,20.1703333929878,0.583595242356272,0.005,0
896,moderate,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
896,moderate,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
896,moderate,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
